,doc_id,vector_species,country,study_site,vector_control_method,biting_location,resting_location,disease,year,author,study_title,latitude,longitude,reported_insecticide_resistance,reported_insecticide_resistance_type
3423,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3424,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3425,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3426,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3427,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3428,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3429,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3430,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3431,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3432,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3433,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3434,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3435,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3436,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3437,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3438,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3439,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3440,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3441,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3442,2515f0cd-2a57-4940-9080-243ac4008c27,an. funestus,,ruaha,drugs,bite inside human dwellings,endophilic,malaria parasites,2024,emmanuel p. mwanga,study,-8.9068,36.7185,,
3982,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,south west nigeria,indoor residual spraying irs,indoor,nan,malaria,2016,rousseau j. djouaka,evidence of a multiple insecticide resistance in the malaria vector anopheles funestus in south west nigeria,6,3,,metabolic resistance
3983,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,south west nigeria,indoor residual spraying irs,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,metabolic resistance
3984,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3985,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3986,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,farm settlement village,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,pyrethroid resistance,
3987,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,pyrethroid resistance,
3988,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3989,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3990,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,pyrethroid resistance,
3991,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,pyrethroid resistance,
3992,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,ddt resistance,
3993,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,ddt resistance,
3994,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3995,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3996,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3997,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3998,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
3999,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4000,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4001,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4002,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4003,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4004,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4005,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4006,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4007,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4008,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4009,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4010,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4011,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4012,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4013,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4014,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4015,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4016,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4017,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4018,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4019,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4020,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4021,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4022,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4023,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4024,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4025,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4026,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4027,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4028,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4029,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4030,d9974558-f57c-4826-ab71-20913cdcacf2,an. funestus s.s.,,akaka-remo,insecticide-treated nets itns,indoor,nan,malaria,2016,rousseau j. djouaka,study,6,3,,
4031,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,long-lasting insecticidal nets llins,nan,indoor,malaria,2019,magellan tchouakui,a marker of glutathione s-transferase-mediated resistance to insecticides is associated with higher plasmodium infection in the african malaria vector anopheles funestus,3,11,pyrethroid resistance,metabolic resistance
4032,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,long-lasting insecticidal nets llins,nan,indoor,malaria,2019,magellan tchouakui,study,3,11,pyrethroid resistance,metabolic resistance
4033,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,indoor residual spraying irs,nan,indoor,plasmodium falciparum,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4034,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,indoor residual spraying irs,nan,indoor,plasmodium falciparum,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4035,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,pyrethroids,nan,indoor,plasmodium ovale,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4036,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,pyrethroids,nan,indoor,plasmodium ovale,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4037,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,ddt,nan,indoor,plasmodium vivax,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4038,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,ddt,nan,indoor,plasmodium vivax,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4039,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,dieldrin,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4040,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,dieldrin,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4041,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4042,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4043,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4044,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4045,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4046,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4047,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,obout,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4048,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4049,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4050,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4051,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4052,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4053,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4054,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4055,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4056,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4057,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4058,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4059,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4060,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4061,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4062,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4063,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4064,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4065,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4066,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4067,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4068,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4069,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4070,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4071,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4072,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4073,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4074,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4075,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4076,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4077,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4078,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4079,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4080,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4081,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4082,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4083,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4084,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4085,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4086,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4087,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4088,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4089,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4090,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4091,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4092,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4093,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4094,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4095,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4096,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4097,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4098,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4099,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4100,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4101,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4102,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4103,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4104,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4105,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
4106,56baab02-b1f8-4ac2-ad8e-e2e0e790b70a,an. funestus,,mibellon,bendiocarb,nan,indoor,plasmodium malariae,2019,magellan tchouakui,study,6,11,pyrethroid resistance,
